,spread,Mspread
2021-10-12 09:35:00,-0.1848876887562989,-0.04641804272256475
2021-10-12 09:40:00,-0.1896195133610652,-0.05114986732733104
2021-10-12 09:45:00,-0.1801558641515335,-0.04168621811779935
2021-10-12 09:50:00,-0.18069221494199983,-0.04222256890826567
2021-10-12 09:55:00,-0.16596039033723375,-0.027490744303499598
2021-10-12 10:00:00,-0.1901558641515333,-0.05168621811779914
2021-10-12 10:05:00,-0.1896195133610652,-0.05114986732733104
2021-10-12 10:10:00,-0.1948876887562987,-0.05641804272256454
2021-10-12 10:15:00,-0.1801558641515335,-0.04168621811779935
2021-10-12 10:20:00,-0.16542403954676566,-0.0269543935130315
2021-10-12 10:25:00,-0.16015586415153305,-0.02168621811779889
2021-10-12 10:30:00,-0.16069221494199937,-0.02222256890826521
2021-10-12 10:35:00,-0.16542403954676566,-0.0269543935130315
2021-10-12 10:40:00,-0.17015586415153283,-0.031686218117798676
2021-10-12 10:45:00,-0.1848876887562989,-0.04641804272256475
2021-10-12 10:50:00,-0.17015586415153283,-0.031686218117798676
2021-10-12 10:55:00,-0.1848876887562989,-0.04641804272256475
2021-10-12 11:00:00,-0.1848876887562989,-0.04641804272256475
2021-10-12 11:05:00,-0.19854681178012878,-0.06007716574639463
2021-10-12 11:10:00,-0.1843513379658308,-0.04588169193209665
2021-10-12 11:15:00,-0.1890831625705971,-0.05061351653686294
2021-10-12 11:20:00,-0.17961951336106452,-0.041149867327330364
2021-10-12 11:25:00,-0.1848876887562989,-0.04641804272256475
2021-10-12 11:30:00,-0.1801558641515335,-0.04168621811779935
2021-10-12 13:05:00,-0.1843513379658308,-0.04588169193209665
2021-10-12 13:10:00,-0.17961951336106452,-0.041149867327330364
2021-10-12 13:15:00,-0.1896195133610652,-0.05114986732733104
2021-10-12 13:20:00,-0.19961951336106498,-0.061149867327330826
2021-10-12 13:25:00,-0.1801558641515335,-0.04168621811779935
2021-10-12 13:30:00,-0.1848876887562989,-0.04641804272256475
2021-10-12 13:35:00,-0.18542403954676612,-0.04695439351303196
2021-10-12 13:40:00,-0.1901558641515333,-0.05168621811779914
2021-10-12 13:45:00,-0.19961951336106498,-0.061149867327330826
2021-10-12 13:50:00,-0.1901558641515333,-0.05168621811779914
2021-10-12 13:55:00,-0.1948876887562987,-0.05641804272256454
2021-10-12 14:00:00,-0.20488768875629848,-0.06641804272256432
2021-10-12 14:05:00,-0.20488768875629848,-0.06641804272256432
2021-10-12 14:10:00,-0.1901558641515333,-0.05168621811779914
2021-10-12 14:15:00,-0.1801558641515335,-0.04168621811779935
2021-10-12 14:20:00,-0.17542403954676633,-0.036954393513032174
2021-10-12 14:25:00,-0.18542403954676612,-0.04695439351303196
2021-10-12 14:30:00,-0.17542403954676633,-0.036954393513032174
2021-10-12 14:35:00,-0.18069221494199983,-0.04222256890826567
2021-10-12 14:40:00,-0.17069221494200004,-0.032222568908265886
2021-10-12 14:45:00,-0.16542403954676566,-0.0269543935130315
2021-10-12 14:50:00,-0.16542403954676566,-0.0269543935130315
2021-10-12 14:55:00,-0.17542403954676633,-0.036954393513032174
2021-10-12 15:00:00,-0.17488768875629823,-0.036418042722564076
2021-10-13 09:35:00,-0.16542403954676566,-0.0269543935130315
2021-10-13 09:40:00,-0.15542403954676587,-0.016954393513031712
2021-10-13 09:45:00,-0.16596039033723375,-0.027490744303499598
2021-10-13 09:50:00,-0.18069221494199983,-0.04222256890826567
2021-10-13 09:55:00,-0.16596039033723375,-0.027490744303499598
2021-10-13 10:00:00,-0.17069221494200004,-0.032222568908265886
2021-10-13 10:05:00,-0.16122856573246835,-0.022758919698734198
2021-10-13 10:10:00,-0.17596039033723354,-0.037490744303499385
2021-10-13 10:15:00,-0.16596039033723375,-0.027490744303499598
2021-10-13 10:20:00,-0.16596039033723375,-0.027490744303499598
2021-10-13 10:25:00,-0.16122856573246835,-0.022758919698734198
2021-10-13 10:30:00,-0.1464967411277014,-0.008027095093967235
2021-10-13 10:35:00,-0.1417649165229351,-0.0032952704892009466
2021-10-13 10:40:00,-0.15176491652293578,-0.013295270489201622
2021-10-13 10:45:00,-0.1470330919181695,-0.008563445884435333
2021-10-13 10:50:00,-0.16176491652293556,-0.02329527048920141
2021-10-13 10:55:00,-0.15176491652293578,-0.013295270489201622
2021-10-13 11:00:00,-0.1470330919181695,-0.008563445884435333
2021-10-13 11:05:00,-0.15703309191816928,-0.01856344588443512
2021-10-13 11:10:00,-0.15176491652293578,-0.013295270489201622
2021-10-13 11:15:00,-0.15703309191816928,-0.01856344588443512
2021-10-13 11:20:00,-0.1417649165229351,-0.0032952704892009466
2021-10-13 11:25:00,-0.15176491652293578,-0.013295270489201622
2021-10-13 11:30:00,-0.15649674112770207,-0.01802709509396791
2021-10-13 13:05:00,-0.15122856573246768,-0.012758919698733523
2021-10-13 13:10:00,-0.17069221494200004,-0.032222568908265886
2021-10-13 13:15:00,-0.17069221494200004,-0.032222568908265886
2021-10-13 13:20:00,-0.16122856573246835,-0.022758919698734198
2021-10-13 13:25:00,-0.16596039033723375,-0.027490744303499598
2021-10-13 13:30:00,-0.16596039033723375,-0.027490744303499598
2021-10-13 13:35:00,-0.16596039033723375,-0.027490744303499598
2021-10-13 13:40:00,-0.16596039033723375,-0.027490744303499598
2021-10-13 13:45:00,-0.16122856573246835,-0.022758919698734198
2021-10-13 13:50:00,-0.17069221494200004,-0.032222568908265886
2021-10-13 13:55:00,-0.16596039033723375,-0.027490744303499598
2021-10-13 14:00:00,-0.16122856573246835,-0.022758919698734198
2021-10-13 14:05:00,-0.17069221494200004,-0.032222568908265886
2021-10-13 14:10:00,-0.17122856573246814,-0.032758919698733985
2021-10-13 14:15:00,-0.16122856573246835,-0.022758919698734198
2021-10-13 14:20:00,-0.15649674112770207,-0.01802709509396791
2021-10-13 14:25:00,-0.17122856573246814,-0.032758919698733985
2021-10-13 14:30:00,-0.16596039033723375,-0.027490744303499598
2021-10-13 14:35:00,-0.15649674112770207,-0.01802709509396791
2021-10-13 14:40:00,-0.15649674112770207,-0.01802709509396791
2021-10-13 14:45:00,-0.15122856573246768,-0.012758919698733523
2021-10-13 14:50:00,-0.15649674112770207,-0.01802709509396791
2021-10-13 14:55:00,-0.16122856573246835,-0.022758919698734198
2021-10-13 15:00:00,-0.15176491652293578,-0.013295270489201622
2021-10-14 09:35:00,-0.15649674112770207,-0.01802709509396791
2021-10-14 09:40:00,-0.15703309191816928,-0.01856344588443512
2021-10-14 09:45:00,-0.152301267313403,-0.013831621279668832
2021-10-14 09:50:00,-0.16230126731340278,-0.02383162127966862
2021-10-14 09:55:00,-0.152301267313403,-0.013831621279668832
2021-10-14 10:00:00,-0.15703309191816928,-0.01856344588443512
2021-10-14 10:05:00,-0.16230126731340278,-0.02383162127966862
2021-10-14 10:10:00,-0.16230126731340278,-0.02383162127966862
2021-10-14 10:15:00,-0.16230126731340278,-0.02383162127966862
2021-10-14 10:20:00,-0.1475694427086367,-0.009099796674902544
2021-10-14 10:25:00,-0.1528376181038702,-0.014367972070136042
2021-10-14 10:30:00,-0.1575694427086365,-0.01909979667490233
2021-10-14 10:35:00,-0.1428376181038704,-0.004367972070136256
2021-10-14 10:40:00,-0.1575694427086365,-0.01909979667490233
2021-10-14 10:45:00,-0.1575694427086365,-0.01909979667490233
2021-10-14 10:50:00,-0.16230126731340278,-0.02383162127966862
2021-10-14 10:55:00,-0.1475694427086367,-0.009099796674902544
2021-10-14 11:00:00,-0.1575694427086365,-0.01909979667490233
2021-10-14 11:05:00,-0.16230126731340278,-0.02383162127966862
2021-10-14 11:10:00,-0.1475694427086367,-0.009099796674902544
2021-10-14 11:15:00,-0.1475694427086367,-0.009099796674902544
2021-10-14 11:20:00,-0.1428376181038704,-0.004367972070136256
2021-10-14 11:25:00,-0.1475694427086367,-0.009099796674902544
2021-10-14 11:30:00,-0.1475694427086367,-0.009099796674902544
2021-10-14 13:05:00,-0.1575694427086365,-0.01909979667490233
2021-10-14 13:10:00,-0.16230126731340278,-0.02383162127966862
2021-10-14 13:15:00,-0.1575694427086365,-0.01909979667490233
2021-10-14 13:20:00,-0.1475694427086367,-0.009099796674902544
2021-10-14 13:25:00,-0.15703309191816928,-0.01856344588443512
2021-10-14 13:30:00,-0.16230126731340278,-0.02383162127966862
2021-10-14 13:35:00,-0.16176491652293556,-0.02329527048920141
2021-10-14 13:40:00,-0.17176491652293535,-0.033295270489201195
2021-10-14 13:45:00,-0.16176491652293556,-0.02329527048920141
2021-10-14 13:50:00,-0.15176491652293578,-0.013295270489201622
2021-10-14 13:55:00,-0.15176491652293578,-0.013295270489201622
2021-10-14 14:00:00,-0.15649674112770207,-0.01802709509396791
2021-10-14 14:05:00,-0.15176491652293578,-0.013295270489201622
2021-10-14 14:10:00,-0.15703309191816928,-0.01856344588443512
2021-10-14 14:15:00,-0.1470330919181695,-0.008563445884435333
2021-10-14 14:20:00,-0.16176491652293556,-0.02329527048920141
2021-10-14 14:25:00,-0.152301267313403,-0.013831621279668832
2021-10-14 14:30:00,-0.1575694427086365,-0.01909979667490233
2021-10-14 14:35:00,-0.1375694427086369,0.000900203325097243
2021-10-14 14:40:00,-0.1475694427086367,-0.009099796674902544
2021-10-14 14:45:00,-0.1475694427086367,-0.009099796674902544
2021-10-14 14:50:00,-0.1475694427086367,-0.009099796674902544
2021-10-14 14:55:00,-0.1475694427086367,-0.009099796674902544
2021-10-14 15:00:00,-0.1475694427086367,-0.009099796674902544
2021-10-15 09:35:00,-0.1375694427086369,0.000900203325097243
2021-10-15 09:40:00,-0.13176491652293532,0.00670472951079884
2021-10-15 09:45:00,-0.1464967411277014,-0.008027095093967235
2021-10-15 09:50:00,-0.12703309191816903,0.011436554115565128
2021-10-15 09:55:00,-0.12703309191816903,0.011436554115565128
2021-10-15 10:00:00,-0.12176491652293553,0.016704729510798627
2021-10-15 10:05:00,-0.11703309191816924,0.021436554115564915
2021-10-15 10:10:00,-0.12703309191816903,0.011436554115565128
2021-10-15 10:15:00,-0.13176491652293532,0.00670472951079884
2021-10-15 10:20:00,-0.1364967411277016,0.001972904906032552
2021-10-15 10:25:00,-0.13176491652293532,0.00670472951079884
2021-10-15 10:30:00,-0.12703309191816903,0.011436554115565128
2021-10-15 10:35:00,-0.12649674112770182,0.011972904906032339
2021-10-15 10:40:00,-0.13703309191816881,0.0014365541155653416
2021-10-15 10:45:00,-0.1417649165229351,-0.0032952704892009466
2021-10-15 10:50:00,-0.13230126731340253,0.00616837872033163
2021-10-15 10:55:00,-0.12703309191816903,0.011436554115565128
2021-10-15 11:00:00,-0.13703309191816881,0.0014365541155653416
2021-10-15 11:05:00,-0.13176491652293532,0.00670472951079884
2021-10-15 11:10:00,-0.1364967411277016,0.001972904906032552
2021-10-15 11:15:00,-0.12649674112770182,0.011972904906032339
2021-10-15 11:20:00,-0.12703309191816903,0.011436554115565128
2021-10-15 11:25:00,-0.12703309191816903,0.011436554115565128
2021-10-15 11:30:00,-0.13176491652293532,0.00670472951079884
2021-10-15 13:05:00,-0.12176491652293553,0.016704729510798627
2021-10-15 13:10:00,-0.1364967411277016,0.001972904906032552
2021-10-15 13:15:00,-0.13176491652293532,0.00670472951079884
2021-10-15 13:20:00,-0.12649674112770182,0.011972904906032339
2021-10-15 13:25:00,-0.1364967411277016,0.001972904906032552
2021-10-15 13:30:00,-0.13176491652293532,0.00670472951079884
2021-10-15 13:35:00,-0.1412285657324679,-0.002758919698733736
2021-10-15 13:40:00,-0.1412285657324679,-0.002758919698733736
2021-10-15 13:45:00,-0.1364967411277016,0.001972904906032552
2021-10-15 13:50:00,-0.1412285657324679,-0.002758919698733736
2021-10-15 13:55:00,-0.12176491652293553,0.016704729510798627
2021-10-15 14:00:00,-0.12649674112770182,0.011972904906032339
2021-10-15 14:05:00,-0.13176491652293532,0.00670472951079884
2021-10-15 14:10:00,-0.12176491652293553,0.016704729510798627
2021-10-15 14:15:00,-0.13176491652293532,0.00670472951079884
2021-10-15 14:20:00,-0.13176491652293532,0.00670472951079884
2021-10-15 14:25:00,-0.12703309191816903,0.011436554115565128
2021-10-15 14:30:00,-0.13176491652293532,0.00670472951079884
2021-10-15 14:35:00,-0.12703309191816903,0.011436554115565128
2021-10-15 14:40:00,-0.13176491652293532,0.00670472951079884
2021-10-15 14:45:00,-0.13176491652293532,0.00670472951079884
2021-10-15 14:50:00,-0.1364967411277016,0.001972904906032552
2021-10-15 14:55:00,-0.13176491652293532,0.00670472951079884
2021-10-15 15:00:00,-0.12176491652293553,0.016704729510798627
2021-10-18 09:35:00,-0.10176491652293507,0.03670472951079909
2021-10-18 09:40:00,-0.10283761810387038,0.03563202792986378
2021-10-18 09:45:00,-0.09810579349910409,0.04036385253463007
2021-10-18 09:50:00,-0.0886421442895724,0.049827501744161756
2021-10-18 09:55:00,-0.09810579349910409,0.04036385253463007
2021-10-18 10:00:00,-0.0886421442895724,0.049827501744161756
2021-10-18 10:05:00,-0.08337396889433801,0.05509567713939614
2021-10-18 10:10:00,-0.09810579349910409,0.04036385253463007
2021-10-18 10:15:00,-0.07337396889433734,0.06509567713939682
2021-10-18 10:20:00,-0.07810579349910363,0.06036385253463053
2021-10-18 10:25:00,-0.0881057934991043,0.050363852534629855
2021-10-18 10:30:00,-0.08337396889433801,0.05509567713939614
2021-10-18 10:35:00,-0.0886421442895724,0.049827501744161756
2021-10-18 10:40:00,-0.09810579349910409,0.04036385253463007
2021-10-18 10:45:00,-0.09810579349910409,0.04036385253463007
2021-10-18 10:50:00,-0.0881057934991043,0.050363852534629855
2021-10-18 10:55:00,-0.09283761810387059,0.04563202792986357
2021-10-18 11:00:00,-0.10283761810387038,0.03563202792986378
2021-10-18 11:05:00,-0.0881057934991043,0.050363852534629855
2021-10-18 11:10:00,-0.09810579349910409,0.04036385253463007
2021-10-18 11:15:00,-0.0881057934991043,0.050363852534629855
2021-10-18 11:20:00,-0.09810579349910409,0.04036385253463007
2021-10-18 11:25:00,-0.09810579349910409,0.04036385253463007
2021-10-18 11:30:00,-0.09810579349910409,0.04036385253463007
2021-10-18 13:05:00,-0.09810579349910409,0.04036385253463007
2021-10-18 13:10:00,-0.0881057934991043,0.050363852534629855
2021-10-18 13:15:00,-0.10756944270863666,0.03090020332509749
2021-10-18 13:20:00,-0.09756944270863688,0.04090020332509728
2021-10-18 13:25:00,-0.09283761810387059,0.04563202792986357
2021-10-18 13:30:00,-0.09283761810387059,0.04563202792986357
2021-10-18 13:35:00,-0.09756944270863688,0.04090020332509728
2021-10-18 13:40:00,-0.10283761810387038,0.03563202792986378
2021-10-18 13:45:00,-0.09756944270863688,0.04090020332509728
2021-10-18 13:50:00,-0.09283761810387059,0.04563202792986357
2021-10-18 13:55:00,-0.09283761810387059,0.04563202792986357
2021-10-18 14:00:00,-0.09283761810387059,0.04563202792986357
2021-10-18 14:05:00,-0.10756944270863666,0.03090020332509749
2021-10-18 14:10:00,-0.10283761810387038,0.03563202792986378
2021-10-18 14:15:00,-0.09810579349910409,0.04036385253463007
2021-10-18 14:20:00,-0.10283761810387038,0.03563202792986378
2021-10-18 14:25:00,-0.09283761810387059,0.04563202792986357
2021-10-18 14:30:00,-0.09810579349910409,0.04036385253463007
2021-10-18 14:35:00,-0.0881057934991043,0.050363852534629855
2021-10-18 14:40:00,-0.10283761810387038,0.03563202792986378
2021-10-18 14:45:00,-0.09810579349910409,0.04036385253463007
2021-10-18 14:50:00,-0.10283761810387038,0.03563202792986378
2021-10-18 14:55:00,-0.09283761810387059,0.04563202792986357
2021-10-18 15:00:00,-0.0881057934991043,0.050363852534629855
2021-10-19 09:35:00,-0.08283761810386991,0.05563202792986424
2021-10-19 09:40:00,-0.07756944270863642,0.06090020332509774
2021-10-19 09:45:00,-0.09283761810387059,0.04563202792986357
2021-10-19 09:50:00,-0.07810579349910363,0.06036385253463053
2021-10-19 09:55:00,-0.09756944270863688,0.04090020332509728
2021-10-19 10:00:00,-0.0881057934991043,0.050363852534629855
2021-10-19 10:05:00,-0.0933739688943378,0.045095677139396356
2021-10-19 10:10:00,-0.0933739688943378,0.045095677139396356
2021-10-19 10:15:00,-0.08337396889433801,0.05509567713939614
2021-10-19 10:20:00,-0.11230126731340295,0.026168378720331203
2021-10-19 10:25:00,-0.11230126731340295,0.026168378720331203
2021-10-19 10:30:00,-0.09756944270863688,0.04090020332509728
2021-10-19 10:35:00,-0.10230126731340317,0.03616837872033099
2021-10-19 10:40:00,-0.09756944270863688,0.04090020332509728
2021-10-19 10:45:00,-0.09283761810387059,0.04563202792986357
2021-10-19 10:50:00,-0.09283761810387059,0.04563202792986357
2021-10-19 10:55:00,-0.10756944270863666,0.03090020332509749
2021-10-19 11:00:00,-0.10283761810387038,0.03563202792986378
2021-10-19 11:05:00,-0.09283761810387059,0.04563202792986357
2021-10-19 11:10:00,-0.10283761810387038,0.03563202792986378
2021-10-19 11:15:00,-0.09283761810387059,0.04563202792986357
2021-10-19 11:20:00,-0.10230126731340317,0.03616837872033099
2021-10-19 11:25:00,-0.09283761810387059,0.04563202792986357
2021-10-19 11:30:00,-0.09810579349910409,0.04036385253463007
2021-10-19 13:05:00,-0.10283761810387038,0.03563202792986378
2021-10-19 13:10:00,-0.10283761810387038,0.03563202792986378
2021-10-19 13:15:00,-0.10283761810387038,0.03563202792986378
2021-10-19 13:20:00,-0.10283761810387038,0.03563202792986378
2021-10-19 13:25:00,-0.09756944270863688,0.04090020332509728
2021-10-19 13:30:00,-0.10756944270863666,0.03090020332509749
2021-10-19 13:35:00,-0.10283761810387038,0.03563202792986378
2021-10-19 13:40:00,-0.09283761810387059,0.04563202792986357
2021-10-19 13:45:00,-0.10283761810387038,0.03563202792986378
2021-10-19 13:50:00,-0.09810579349910409,0.04036385253463007
2021-10-19 13:55:00,-0.0933739688943378,0.045095677139396356
2021-10-19 14:00:00,-0.0881057934991043,0.050363852534629855
2021-10-19 14:05:00,-0.09810579349910409,0.04036385253463007
2021-10-19 14:10:00,-0.09283761810387059,0.04563202792986357
2021-10-19 14:15:00,-0.09283761810387059,0.04563202792986357
2021-10-19 14:20:00,-0.09810579349910409,0.04036385253463007
2021-10-19 14:25:00,-0.0881057934991043,0.050363852534629855
2021-10-19 14:30:00,-0.09810579349910409,0.04036385253463007
2021-10-19 14:35:00,-0.0933739688943378,0.045095677139396356
2021-10-19 14:40:00,-0.09810579349910409,0.04036385253463007
2021-10-19 14:45:00,-0.09810579349910409,0.04036385253463007
2021-10-19 14:50:00,-0.11283761810387016,0.025632027929863993
2021-10-19 14:55:00,-0.10283761810387038,0.03563202792986378
2021-10-19 15:00:00,-0.0933739688943378,0.045095677139396356
2021-10-20 09:35:00,-0.09756944270863688,0.04090020332509728
2021-10-20 09:40:00,-0.09283761810387059,0.04563202792986357
2021-10-20 09:45:00,-0.0933739688943378,0.045095677139396356
2021-10-20 09:50:00,-0.0881057934991043,0.050363852534629855
2021-10-20 09:55:00,-0.0933739688943378,0.045095677139396356
2021-10-20 10:00:00,-0.0933739688943378,0.045095677139396356
2021-10-20 10:05:00,-0.0933739688943378,0.045095677139396356
2021-10-20 10:10:00,-0.0933739688943378,0.045095677139396356
2021-10-20 10:15:00,-0.0933739688943378,0.045095677139396356
2021-10-20 10:20:00,-0.0933739688943378,0.045095677139396356
2021-10-20 10:25:00,-0.10337396889433759,0.03509567713939657
2021-10-20 10:30:00,-0.12337396889433805,0.015095677139396108
2021-10-20 10:35:00,-0.12810579349910434,0.01036385253462982
2021-10-20 10:40:00,-0.12337396889433805,0.015095677139396108
2021-10-20 10:45:00,-0.12337396889433805,0.015095677139396108
2021-10-20 10:50:00,-0.12337396889433805,0.015095677139396108
2021-10-20 10:55:00,-0.12810579349910434,0.01036385253462982
2021-10-20 11:00:00,-0.12337396889433805,0.015095677139396108
2021-10-20 11:05:00,-0.12337396889433805,0.015095677139396108
2021-10-20 11:10:00,-0.11864214428957265,0.019827501744161508
2021-10-20 11:15:00,-0.12810579349910434,0.01036385253462982
2021-10-20 11:20:00,-0.12337396889433805,0.015095677139396108
2021-10-20 11:25:00,-0.12810579349910434,0.01036385253462982
2021-10-20 11:30:00,-0.11810579349910366,0.020363852534630494
2021-10-20 13:05:00,-0.12810579349910434,0.01036385253462982
2021-10-20 13:10:00,-0.12337396889433805,0.015095677139396108
2021-10-20 13:15:00,-0.12337396889433805,0.015095677139396108
2021-10-20 13:20:00,-0.12810579349910434,0.01036385253462982
2021-10-20 13:25:00,-0.13810579349910412,0.00036385253463003253
2021-10-20 13:30:00,-0.13337396889433784,0.005095677139396321
2021-10-20 13:35:00,-0.13337396889433784,0.005095677139396321
2021-10-20 13:40:00,-0.11864214428957265,0.019827501744161508
2021-10-20 13:45:00,-0.12337396889433805,0.015095677139396108
2021-10-20 13:50:00,-0.12337396889433805,0.015095677139396108
2021-10-20 13:55:00,-0.11864214428957265,0.019827501744161508
2021-10-20 14:00:00,-0.11864214428957265,0.019827501744161508
2021-10-20 14:05:00,-0.11864214428957265,0.019827501744161508
2021-10-20 14:10:00,-0.11337396889433737,0.025095677139396783
2021-10-20 14:15:00,-0.12337396889433805,0.015095677139396108
2021-10-20 14:20:00,-0.13337396889433784,0.005095677139396321
2021-10-20 14:25:00,-0.13337396889433784,0.005095677139396321
2021-10-20 14:30:00,-0.13337396889433784,0.005095677139396321
2021-10-20 14:35:00,-0.11864214428957265,0.019827501744161508
2021-10-20 14:40:00,-0.12337396889433805,0.015095677139396108
