,0
0,0.5332521026133611
1,0.20009277220119948
2,0.11610489466751335
3,0.031505925416645944
4,0.024312190898967755
5,0.02095907730629924
6,0.012117485352371367
7,0.0092232534541085
8,0.007866619171981903
9,0.004875183436403524
10,0.004693101712271085
11,0.003931166451769468
12,0.00352865689699603
13,0.0029276366902133734
14,0.0028822892166436706
15,0.0025801289685316846
16,0.0021890021927554603
17,0.0018063807963385045
18,0.0017081164748070296
19,0.0016750630945067896
20,0.0014556703327177187
21,0.0010813377327545109
22,0.0009652838782457381
23,0.000849296350895843
24,0.0007878298060963849
25,0.0007053161647300435
26,0.0005403470140406428
27,0.0005299471883950103
28,0.0005172222058291919
29,0.0005053293814873489
30,0.0004315399332398042
31,0.0003927887886350877
32,0.0003435176936604766
33,0.00033137256538355695
34,0.0002821585491956758
35,0.00024827648807582527
36,0.0002339245535800898
37,4.972885682941405e-05
38,5.337480240324555e-05
39,6.620225772398302e-05
40,7.776294528715132e-05
41,8.96071568056439e-05
42,0.00020307466075977296
43,0.00019504274454950818
44,0.0001741304169858969
45,0.00015739607325021906
46,0.00014814182618786963
47,0.00010839266597705653
48,0.0001191731810867846
49,0.00012576677150515203
