,open,close,high,low,volume,money
2020-01-02 09:35:00,5.33,5.38,5.39,5.33,53427248.0,286288620.0
2020-01-02 09:40:00,5.38,5.41,5.42,5.38,40109332.0,217001962.0
2020-01-02 09:45:00,5.41,5.39,5.41,5.38,7852077.0,42370358.0
2020-01-02 09:50:00,5.39,5.38,5.4,5.37,19648672.0,105900394.0
2020-01-02 09:55:00,5.38,5.38,5.39,5.37,8112531.0,43646148.0
2020-01-02 10:00:00,5.38,5.41,5.41,5.38,7042978.0,37986245.0
2020-01-02 10:05:00,5.41,5.41,5.41,5.4,3172038.0,17136306.0
2020-01-02 10:10:00,5.41,5.4,5.41,5.39,6484121.0,35005266.0
2020-01-02 10:15:00,5.39,5.4,5.41,5.39,6922018.0,37387878.0
2020-01-02 10:20:00,5.41,5.4,5.42,5.39,9927929.0,53677502.0
2020-01-02 10:25:00,5.41,5.4,5.42,5.39,8149818.0,44060430.0
2020-01-02 10:30:00,5.41,5.4,5.41,5.4,1612652.0,8711030.0
2020-01-02 10:35:00,5.4,5.41,5.41,5.4,2223444.0,12010921.0
2020-01-02 10:40:00,5.41,5.4,5.41,5.4,2058095.0,11117621.0
2020-01-02 10:45:00,5.4,5.41,5.41,5.4,2115579.0,11429238.0
2020-01-02 10:50:00,5.41,5.39,5.41,5.39,6170513.0,33330276.0
2020-01-02 10:55:00,5.39,5.4,5.4,5.39,2150868.0,11600437.0
2020-01-02 11:00:00,5.4,5.4,5.4,5.39,1734278.0,9355486.0
2020-01-02 11:05:00,5.4,5.41,5.41,5.39,3553450.0,19196298.0
2020-01-02 11:10:00,5.4,5.39,5.41,5.39,2659566.0,14349703.0
2020-01-02 11:15:00,5.4,5.39,5.4,5.39,2608075.0,14059249.0
2020-01-02 11:20:00,5.39,5.39,5.4,5.39,3533585.0,19054670.0
2020-01-02 11:25:00,5.4,5.38,5.4,5.38,3123209.0,16820699.0
2020-01-02 11:30:00,5.39,5.38,5.39,5.37,3106452.0,16708779.0
2020-01-02 13:05:00,5.37,5.37,5.39,5.37,4451994.0,23942422.0
2020-01-02 13:10:00,5.37,5.37,5.39,5.37,2596867.0,13963702.0
2020-01-02 13:15:00,5.38,5.37,5.38,5.37,1187073.0,6377491.0
2020-01-02 13:20:00,5.38,5.37,5.38,5.37,1198170.0,6437448.0
2020-01-02 13:25:00,5.38,5.37,5.38,5.37,1235347.0,6636589.0
2020-01-02 13:30:00,5.38,5.37,5.38,5.36,2476351.0,13294296.0
2020-01-02 13:35:00,5.37,5.37,5.37,5.36,5023058.0,26934268.0
2020-01-02 13:40:00,5.36,5.38,5.38,5.36,1820836.0,9777418.0
2020-01-02 13:45:00,5.38,5.37,5.38,5.37,1541741.0,8284098.0
2020-01-02 13:50:00,5.38,5.38,5.38,5.37,2609962.0,14029562.0
2020-01-02 13:55:00,5.38,5.38,5.39,5.37,2721488.0,14639022.0
2020-01-02 14:00:00,5.37,5.39,5.39,5.37,1091526.0,5871915.0
2020-01-02 14:05:00,5.38,5.37,5.39,5.37,1357748.0,7305485.0
2020-01-02 14:10:00,5.38,5.37,5.38,5.37,1094854.0,5883718.0
2020-01-02 14:15:00,5.37,5.39,5.39,5.37,4651634.0,25039644.0
2020-01-02 14:20:00,5.38,5.37,5.39,5.37,724762.0,3896490.0
2020-01-02 14:25:00,5.38,5.38,5.38,5.37,1086198.0,5839495.0
2020-01-02 14:30:00,5.38,5.39,5.39,5.37,5142574.0,27694136.0
2020-01-02 14:35:00,5.38,5.39,5.39,5.38,2077294.0,11188167.0
2020-01-02 14:40:00,5.39,5.39,5.39,5.38,1004190.0,5408075.0
2020-01-02 14:45:00,5.39,5.39,5.39,5.38,1261314.0,6791747.0
2020-01-02 14:50:00,5.39,5.38,5.39,5.38,2260398.0,12169348.0
