,total_value,balance,market_value
2021-10-08 14:25:00,100643.350704,5497.590704000002,95145.76
2021-10-08 14:30:00,100598.070704,5497.590704000002,95100.48
2021-10-08 14:35:00,100512.31070399999,5497.590704000002,95014.71999999999
2021-10-08 14:40:00,100560.470704,5497.590704000002,95062.88
2021-10-08 14:45:00,100547.510704,5497.590704000002,95049.92
2021-10-08 14:50:00,100565.430704,5497.590704000002,95067.84
2021-10-08 14:55:00,100579.510704,5497.590704000002,95081.92
2021-10-08 15:00:00,100636.63070400001,5497.590704000002,95139.04000000001
2021-10-11 09:35:00,101990.39070399999,5497.590704000002,96492.79999999999
2021-10-11 09:40:00,102102.550704,5497.590704000002,96604.95999999999
2021-10-11 09:45:00,102151.99070400001,5497.590704000002,96654.40000000001
2021-10-11 09:50:00,102023.35070400001,5497.590704000002,96525.76000000001
2021-10-11 09:55:00,102132.310704,5497.590704000002,96634.72
2021-10-11 10:00:00,101905.430704,5497.590704000002,96407.84
2021-10-11 10:05:00,101853.110704,5497.590704000002,96355.52
2021-10-11 10:10:00,102044.150704,5497.590704000002,96546.56
2021-10-11 10:15:00,102031.83070399999,5497.590704000002,96534.23999999999
2021-10-11 10:20:00,102055.990704,5497.590704000002,96558.4
2021-10-11 10:25:00,102078.55070400001,5497.590704000002,96580.96
2021-10-11 10:30:00,102033.270704,5497.590704000002,96535.68
2021-10-11 10:35:00,102004.950704,5497.590704000002,96507.36
2021-10-11 10:40:00,101901.43070400001,5497.590704000002,96403.84000000001
2021-10-11 10:45:00,102005.750704,5497.590704000002,96508.16
2021-10-11 10:50:00,101943.19070400001,5497.590704000002,96445.6
2021-10-11 10:55:00,102007.670704,5497.590704000002,96510.08
2021-10-11 11:00:00,101972.790704,5497.590704000002,96475.2
2021-10-11 11:05:00,101852.950704,5497.590704000002,96355.36
2021-10-11 11:10:00,101854.71070400001,5497.590704000002,96357.12000000001
2021-10-11 11:15:00,101855.670704,5497.590704000002,96358.08
2021-10-11 11:20:00,101887.670704,5497.590704000002,96390.08
2021-10-11 11:25:00,101876.79070399998,5497.590704000002,96379.19999999998
2021-10-11 11:30:00,101936.79070400001,5497.590704000002,96439.20000000001
2021-10-11 13:05:00,102116.950704,5497.590704000002,96619.36
2021-10-11 13:10:00,102218.870704,5497.590704000002,96721.28
2021-10-11 13:15:00,102136.31070399999,5497.590704000002,96638.71999999999
2021-10-11 13:20:00,102148.310704,5497.590704000002,96650.72
2021-10-11 13:25:00,102114.55070400001,5497.590704000002,96616.96
2021-10-11 13:30:00,102111.030704,5497.590704000002,96613.44
2021-10-11 13:35:00,102140.31070399999,5497.590704000002,96642.71999999999
2021-10-11 13:40:00,102089.75070400002,5497.590704000002,96592.16000000002
2021-10-11 13:45:00,102083.350704,5497.590704000002,96585.76
2021-10-11 13:50:00,102229.110704,5497.590704000002,96731.52
2021-10-11 13:55:00,102195.190704,5497.590704000002,96697.59999999999
2021-10-11 14:00:00,102273.270704,5497.590704000002,96775.68
2021-10-11 14:05:00,102268.630704,5497.590704000002,96771.04
2021-10-11 14:10:00,102351.19070399998,5497.590704000002,96853.59999999998
2021-10-11 14:15:00,102468.95070399999,5497.590704000002,96971.35999999999
2021-10-11 14:20:00,102475.51070399999,5497.590704000002,96977.91999999998
2021-10-11 14:25:00,102439.670704,5497.590704000002,96942.08
2021-10-11 14:30:00,102430.23070400002,5497.590704000002,96932.64000000001
2021-10-11 14:35:00,102224.95070400002,5497.590704000002,96727.36000000002
2021-10-11 14:40:00,102270.870704,5497.590704000002,96773.28
2021-10-11 14:45:00,102143.990704,5497.590704000002,96646.4
2021-10-11 14:50:00,102249.590704,5497.590704000002,96752.0
2021-10-11 14:55:00,102210.550704,5497.590704000002,96712.95999999999
2021-10-11 15:00:00,102162.87070399999,5497.590704000002,96665.27999999998
2021-10-12 09:35:00,101647.350704,5497.590704000002,96149.76
2021-10-12 09:40:00,101874.710704,5497.590704000002,96377.12
2021-10-12 09:45:00,102127.35070400001,5497.590704000002,96629.76000000001
2021-10-12 09:50:00,102250.390704,5497.590704000002,96752.8
2021-10-12 09:55:00,102250.230704,5497.590704000002,96752.64
2021-10-12 10:00:00,102355.830704,5497.590704000002,96858.24
2021-10-12 10:05:00,102440.150704,5497.590704000002,96942.56
2021-10-12 10:10:00,102385.75070399999,5497.590704000002,96888.15999999999
2021-10-12 10:15:00,102362.230704,5497.590704000002,96864.64
2021-10-12 10:20:00,102272.79070399998,5497.590704000002,96775.19999999998
2021-10-12 10:25:00,102254.710704,5497.590704000002,96757.12
2021-10-12 10:30:00,102303.510704,5497.590704000002,96805.92
2021-10-12 10:35:00,102257.590704,5497.590704000002,96760.0
2021-10-12 10:40:00,102393.75070399999,5497.590704000002,96896.15999999999
2021-10-12 10:45:00,102381.43070399998,5497.590704000002,96883.83999999998
2021-10-12 10:50:00,102507.03070399999,5497.590704000002,97009.43999999999
2021-10-12 10:55:00,102436.310704,5497.590704000002,96938.72
2021-10-12 11:00:00,102447.83070399999,5497.590704000002,96950.23999999999
2021-10-12 11:05:00,102584.790704,5497.590704000002,97087.2
2021-10-12 11:10:00,102496.42536000001,102496.42536000001,0
2021-10-12 11:15:00,102496.42536000001,102496.42536000001,0
2021-10-12 11:20:00,102496.42536000001,102496.42536000001,0
2021-10-12 11:25:00,102496.42536000001,102496.42536000001,0
2021-10-12 11:30:00,102496.42536000001,102496.42536000001,0
2021-10-12 13:05:00,102496.42536000001,102496.42536000001,0
2021-10-12 13:10:00,102496.42536000001,102496.42536000001,0
2021-10-12 13:15:00,102496.42536000001,102496.42536000001,0
2021-10-12 13:20:00,102496.42536000001,102496.42536000001,0
2021-10-12 13:25:00,102496.42536000001,102496.42536000001,0
2021-10-12 13:30:00,102496.42536000001,102496.42536000001,0
2021-10-12 13:35:00,102496.42536000001,102496.42536000001,0
2021-10-12 13:40:00,102496.42536000001,102496.42536000001,0
2021-10-12 13:45:00,102496.42536000001,102496.42536000001,0
2021-10-12 13:50:00,102496.42536000001,102496.42536000001,0
2021-10-12 13:55:00,102496.42536000001,102496.42536000001,0
2021-10-12 14:00:00,102496.42536000001,102496.42536000001,0
2021-10-12 14:05:00,102496.42536000001,102496.42536000001,0
2021-10-12 14:10:00,102496.42536000001,102496.42536000001,0
2021-10-12 14:15:00,102496.42536000001,102496.42536000001,0
2021-10-12 14:20:00,102496.42536000001,102496.42536000001,0
2021-10-12 14:25:00,102496.42536000001,102496.42536000001,0
2021-10-12 14:30:00,102496.42536000001,102496.42536000001,0
2021-10-12 14:35:00,102496.42536000001,102496.42536000001,0
2021-10-12 14:40:00,102496.42536000001,102496.42536000001,0
2021-10-12 14:45:00,102496.42536000001,102496.42536000001,0
2021-10-12 14:50:00,102496.42536000001,102496.42536000001,0
2021-10-12 14:55:00,102496.42536000001,102496.42536000001,0
2021-10-12 15:00:00,102496.42536000001,102496.42536000001,0
2021-10-13 09:35:00,102496.42536000001,102496.42536000001,0
2021-10-13 09:40:00,102496.42536000001,102496.42536000001,0
2021-10-13 09:45:00,102496.42536000001,102496.42536000001,0
2021-10-13 09:50:00,102496.42536000001,102496.42536000001,0
2021-10-13 09:55:00,102496.42536000001,102496.42536000001,0
2021-10-13 10:00:00,102496.42536000001,102496.42536000001,0
2021-10-13 10:05:00,102496.42536000001,102496.42536000001,0
2021-10-13 10:10:00,102496.42536000001,102496.42536000001,0
2021-10-13 10:15:00,102496.42536000001,102496.42536000001,0
2021-10-13 10:20:00,102496.42536000001,102496.42536000001,0
2021-10-13 10:25:00,102496.42536000001,102496.42536000001,0
2021-10-13 10:30:00,102496.42536000001,102496.42536000001,0
2021-10-13 10:35:00,102496.42536000001,102496.42536000001,0
2021-10-13 10:40:00,102496.42536000001,102496.42536000001,0
2021-10-13 10:45:00,102496.42536000001,102496.42536000001,0
2021-10-13 10:50:00,102496.42536000001,102496.42536000001,0
2021-10-13 10:55:00,102496.42536000001,102496.42536000001,0
2021-10-13 11:00:00,102496.42536000001,102496.42536000001,0
2021-10-13 11:05:00,102496.42536000001,102496.42536000001,0
2021-10-13 11:10:00,102496.42536000001,102496.42536000001,0
2021-10-13 11:15:00,102496.42536000001,102496.42536000001,0
2021-10-13 11:20:00,102496.42536000001,102496.42536000001,0
2021-10-13 11:25:00,102496.42536000001,102496.42536000001,0
2021-10-13 11:30:00,102496.42536000001,102496.42536000001,0
2021-10-13 13:05:00,102496.42536000001,102496.42536000001,0
2021-10-13 13:10:00,102496.42536000001,102496.42536000001,0
2021-10-13 13:15:00,102496.42536000001,102496.42536000001,0
2021-10-13 13:20:00,102496.42536000001,102496.42536000001,0
2021-10-13 13:25:00,102496.42536000001,102496.42536000001,0
2021-10-13 13:30:00,102496.42536000001,102496.42536000001,0
2021-10-13 13:35:00,102496.42536000001,102496.42536000001,0
2021-10-13 13:40:00,102496.42536000001,102496.42536000001,0
2021-10-13 13:45:00,102496.42536000001,102496.42536000001,0
2021-10-13 13:50:00,102496.42536000001,102496.42536000001,0
2021-10-13 13:55:00,102496.42536000001,102496.42536000001,0
2021-10-13 14:00:00,102496.42536000001,102496.42536000001,0
2021-10-13 14:05:00,102496.42536000001,102496.42536000001,0
2021-10-13 14:10:00,102496.42536000001,102496.42536000001,0
2021-10-13 14:15:00,102496.42536000001,102496.42536000001,0
2021-10-13 14:20:00,102496.42536000001,102496.42536000001,0
2021-10-13 14:25:00,102496.42536000001,102496.42536000001,0
2021-10-13 14:30:00,102496.42536000001,102496.42536000001,0
2021-10-13 14:35:00,102496.42536000001,102496.42536000001,0
2021-10-13 14:40:00,102496.42536000001,102496.42536000001,0
2021-10-13 14:45:00,102496.42536000001,102496.42536000001,0
2021-10-13 14:50:00,102496.42536000001,102496.42536000001,0
2021-10-13 14:55:00,102496.42536000001,102496.42536000001,0
2021-10-13 15:00:00,102496.42536000001,102496.42536000001,0
2021-10-14 09:35:00,102496.42536000001,102496.42536000001,0
2021-10-14 09:40:00,102496.42536000001,102496.42536000001,0
2021-10-14 09:45:00,102496.42536000001,102496.42536000001,0
2021-10-14 09:50:00,102496.42536000001,102496.42536000001,0
2021-10-14 09:55:00,102496.42536000001,102496.42536000001,0
2021-10-14 10:00:00,102496.42536000001,102496.42536000001,0
2021-10-14 10:05:00,102496.42536000001,102496.42536000001,0
2021-10-14 10:10:00,102496.42536000001,102496.42536000001,0
2021-10-14 10:15:00,102496.42536000001,102496.42536000001,0
2021-10-14 10:20:00,102496.42536000001,102496.42536000001,0
2021-10-14 10:25:00,102496.42536000001,102496.42536000001,0
2021-10-14 10:30:00,102496.42536000001,102496.42536000001,0
2021-10-14 10:35:00,102496.42536000001,102496.42536000001,0
2021-10-14 10:40:00,102496.42536000001,102496.42536000001,0
2021-10-14 10:45:00,102496.42536000001,102496.42536000001,0
2021-10-14 10:50:00,102496.42536000001,102496.42536000001,0
2021-10-14 10:55:00,102496.42536000001,102496.42536000001,0
2021-10-14 11:00:00,102496.42536000001,102496.42536000001,0
2021-10-14 11:05:00,102496.42536000001,102496.42536000001,0
2021-10-14 11:10:00,102496.42536000001,102496.42536000001,0
2021-10-14 11:15:00,102496.42536000001,102496.42536000001,0
2021-10-14 11:20:00,102496.42536000001,102496.42536000001,0
2021-10-14 11:25:00,102496.42536000001,102496.42536000001,0
2021-10-14 11:30:00,102496.42536000001,102496.42536000001,0
2021-10-14 13:05:00,102496.42536000001,102496.42536000001,0
2021-10-14 13:10:00,102496.42536000001,102496.42536000001,0
2021-10-14 13:15:00,102496.42536000001,102496.42536000001,0
2021-10-14 13:20:00,102496.42536000001,102496.42536000001,0
2021-10-14 13:25:00,102496.42536000001,102496.42536000001,0
2021-10-14 13:30:00,102496.42536000001,102496.42536000001,0
2021-10-14 13:35:00,102496.42536000001,102496.42536000001,0
2021-10-14 13:40:00,102496.42536000001,102496.42536000001,0
2021-10-14 13:45:00,102496.42536000001,102496.42536000001,0
2021-10-14 13:50:00,102496.42536000001,102496.42536000001,0
2021-10-14 13:55:00,102496.42536000001,102496.42536000001,0
2021-10-14 14:00:00,102496.42536000001,102496.42536000001,0
2021-10-14 14:05:00,102496.42536000001,102496.42536000001,0
2021-10-14 14:10:00,102496.42536000001,102496.42536000001,0
2021-10-14 14:15:00,102496.42536000001,102496.42536000001,0
2021-10-14 14:20:00,102496.42536000001,102496.42536000001,0
2021-10-14 14:25:00,102496.42536000001,102496.42536000001,0
2021-10-14 14:30:00,102496.42536000001,102496.42536000001,0
2021-10-14 14:35:00,102496.42536000001,102496.42536000001,0
2021-10-14 14:40:00,102496.42536000001,102496.42536000001,0
2021-10-14 14:45:00,102496.42536000001,102496.42536000001,0
2021-10-14 14:50:00,102496.42536000001,102496.42536000001,0
2021-10-14 14:55:00,102496.42536000001,102496.42536000001,0
2021-10-14 15:00:00,102496.42536000001,102496.42536000001,0
2021-10-15 09:35:00,102496.42536000001,102496.42536000001,0
2021-10-15 09:40:00,102496.42536000001,102496.42536000001,0
2021-10-15 09:45:00,102496.42536000001,102496.42536000001,0
2021-10-15 09:50:00,102496.42536000001,102496.42536000001,0
2021-10-15 09:55:00,102496.42536000001,102496.42536000001,0
2021-10-15 10:00:00,102496.42536000001,102496.42536000001,0
2021-10-15 10:05:00,102496.42536000001,102496.42536000001,0
2021-10-15 10:10:00,102496.42536000001,102496.42536000001,0
2021-10-15 10:15:00,102496.42536000001,102496.42536000001,0
2021-10-15 10:20:00,102496.42536000001,102496.42536000001,0
2021-10-15 10:25:00,102496.42536000001,102496.42536000001,0
2021-10-15 10:30:00,102496.42536000001,102496.42536000001,0
2021-10-15 10:35:00,102496.42536000001,102496.42536000001,0
2021-10-15 10:40:00,102496.42536000001,102496.42536000001,0
2021-10-15 10:45:00,102496.42536000001,102496.42536000001,0
2021-10-15 10:50:00,102496.42536000001,102496.42536000001,0
2021-10-15 10:55:00,102496.42536000001,102496.42536000001,0
2021-10-15 11:00:00,102496.42536000001,102496.42536000001,0
2021-10-15 11:05:00,102496.42536000001,102496.42536000001,0
2021-10-15 11:10:00,102496.42536000001,102496.42536000001,0
2021-10-15 11:15:00,102496.42536000001,102496.42536000001,0
2021-10-15 11:20:00,102496.42536000001,102496.42536000001,0
2021-10-15 11:25:00,102496.42536000001,102496.42536000001,0
2021-10-15 11:30:00,102496.42536000001,102496.42536000001,0
2021-10-15 13:05:00,102496.42536000001,102496.42536000001,0
2021-10-15 13:10:00,102496.42536000001,102496.42536000001,0
2021-10-15 13:15:00,102496.42536000001,102496.42536000001,0
2021-10-15 13:20:00,102496.42536000001,102496.42536000001,0
2021-10-15 13:25:00,102496.42536000001,102496.42536000001,0
2021-10-15 13:30:00,102496.42536000001,102496.42536000001,0
2021-10-15 13:35:00,102496.42536000001,102496.42536000001,0
2021-10-15 13:40:00,102496.42536000001,102496.42536000001,0
2021-10-15 13:45:00,102496.42536000001,102496.42536000001,0
2021-10-15 13:50:00,102496.42536000001,102496.42536000001,0
2021-10-15 13:55:00,102496.42536000001,102496.42536000001,0
2021-10-15 14:00:00,102496.42536000001,102496.42536000001,0
2021-10-15 14:05:00,102496.42536000001,102496.42536000001,0
2021-10-15 14:10:00,102496.42536000001,102496.42536000001,0
2021-10-15 14:15:00,102496.42536000001,102496.42536000001,0
2021-10-15 14:20:00,102496.42536000001,102496.42536000001,0
2021-10-15 14:25:00,102496.42536000001,102496.42536000001,0
2021-10-15 14:30:00,102496.42536000001,102496.42536000001,0
2021-10-15 14:35:00,102496.42536000001,102496.42536000001,0
2021-10-15 14:40:00,102496.42536000001,102496.42536000001,0
2021-10-15 14:45:00,102496.42536000001,102496.42536000001,0
2021-10-15 14:50:00,102496.42536000001,102496.42536000001,0
2021-10-15 14:55:00,102496.42536000001,102496.42536000001,0
2021-10-15 15:00:00,102496.42536000001,102496.42536000001,0
2021-10-18 09:35:00,102496.42536000001,102496.42536000001,0
2021-10-18 09:40:00,102496.42536000001,102496.42536000001,0
2021-10-18 09:45:00,102496.42536000001,102496.42536000001,0
2021-10-18 09:50:00,102496.42536000001,102496.42536000001,0
2021-10-18 09:55:00,102496.42536000001,102496.42536000001,0
2021-10-18 10:00:00,102496.42536000001,102496.42536000001,0
2021-10-18 10:05:00,102496.42536000001,102496.42536000001,0
2021-10-18 10:10:00,102496.42536000001,102496.42536000001,0
2021-10-18 10:15:00,102496.42536000001,102496.42536000001,0
2021-10-18 10:20:00,102496.42536000001,102496.42536000001,0
2021-10-18 10:25:00,102496.42536000001,102496.42536000001,0
2021-10-18 10:30:00,102496.42536000001,102496.42536000001,0
2021-10-18 10:35:00,102496.42536000001,102496.42536000001,0
2021-10-18 10:40:00,102496.42536000001,102496.42536000001,0
2021-10-18 10:45:00,102496.42536000001,102496.42536000001,0
2021-10-18 10:50:00,102496.42536000001,102496.42536000001,0
2021-10-18 10:55:00,102496.42536000001,102496.42536000001,0
2021-10-18 11:00:00,102496.42536000001,102496.42536000001,0
2021-10-18 11:05:00,102496.42536000001,102496.42536000001,0
2021-10-18 11:10:00,102496.42536000001,102496.42536000001,0
2021-10-18 11:15:00,102496.42536000001,102496.42536000001,0
2021-10-18 11:20:00,102496.42536000001,102496.42536000001,0
2021-10-18 11:25:00,102496.42536000001,102496.42536000001,0
2021-10-18 11:30:00,102496.42536000001,102496.42536000001,0
2021-10-18 13:05:00,102496.42536000001,102496.42536000001,0
2021-10-18 13:10:00,102496.42536000001,102496.42536000001,0
2021-10-18 13:15:00,102496.42536000001,102496.42536000001,0
2021-10-18 13:20:00,102496.42536000001,102496.42536000001,0
2021-10-18 13:25:00,102496.42536000001,102496.42536000001,0
2021-10-18 13:30:00,102496.42536000001,102496.42536000001,0
2021-10-18 13:35:00,102496.42536000001,102496.42536000001,0
2021-10-18 13:40:00,102496.42536000001,102496.42536000001,0
2021-10-18 13:45:00,102496.42536000001,102496.42536000001,0
2021-10-18 13:50:00,102496.42536000001,102496.42536000001,0
2021-10-18 13:55:00,102496.42536000001,102496.42536000001,0
2021-10-18 14:00:00,102496.42536000001,102496.42536000001,0
2021-10-18 14:05:00,102496.42536000001,102496.42536000001,0
2021-10-18 14:10:00,102496.42536000001,102496.42536000001,0
2021-10-18 14:15:00,102496.42536000001,102496.42536000001,0
2021-10-18 14:20:00,102496.42536000001,102496.42536000001,0
2021-10-18 14:25:00,102496.42536000001,102496.42536000001,0
2021-10-18 14:30:00,102496.42536000001,102496.42536000001,0
2021-10-18 14:35:00,102496.42536000001,102496.42536000001,0
2021-10-18 14:40:00,102496.42536000001,102496.42536000001,0
2021-10-18 14:45:00,102496.42536000001,102496.42536000001,0
2021-10-18 14:50:00,102496.42536000001,102496.42536000001,0
2021-10-18 14:55:00,102496.42536000001,102496.42536000001,0
2021-10-18 15:00:00,102496.42536000001,102496.42536000001,0
2021-10-19 09:35:00,102496.42536000001,102496.42536000001,0
2021-10-19 09:40:00,102496.42536000001,102496.42536000001,0
2021-10-19 09:45:00,102496.42536000001,102496.42536000001,0
2021-10-19 09:50:00,102496.42536000001,102496.42536000001,0
2021-10-19 09:55:00,102496.42536000001,102496.42536000001,0
2021-10-19 10:00:00,102496.42536000001,102496.42536000001,0
2021-10-19 10:05:00,102496.42536000001,102496.42536000001,0
2021-10-19 10:10:00,102496.42536000001,102496.42536000001,0
2021-10-19 10:15:00,102496.42536000001,102496.42536000001,0
2021-10-19 10:20:00,102496.42536000001,102496.42536000001,0
2021-10-19 10:25:00,102496.42536000001,102496.42536000001,0
2021-10-19 10:30:00,102496.42536000001,102496.42536000001,0
2021-10-19 10:35:00,102496.42536000001,102496.42536000001,0
2021-10-19 10:40:00,102496.42536000001,102496.42536000001,0
2021-10-19 10:45:00,102496.42536000001,102496.42536000001,0
2021-10-19 10:50:00,102496.42536000001,102496.42536000001,0
2021-10-19 10:55:00,102496.42536000001,102496.42536000001,0
2021-10-19 11:00:00,102496.42536000001,102496.42536000001,0
2021-10-19 11:05:00,102496.42536000001,102496.42536000001,0
2021-10-19 11:10:00,102496.42536000001,102496.42536000001,0
2021-10-19 11:15:00,102496.42536000001,102496.42536000001,0
2021-10-19 11:20:00,102496.42536000001,102496.42536000001,0
2021-10-19 11:25:00,102496.42536000001,102496.42536000001,0
2021-10-19 11:30:00,102496.42536000001,102496.42536000001,0
2021-10-19 13:05:00,102496.42536000001,102496.42536000001,0
2021-10-19 13:10:00,102496.42536000001,102496.42536000001,0
2021-10-19 13:15:00,102496.42536000001,102496.42536000001,0
2021-10-19 13:20:00,102496.42536000001,102496.42536000001,0
2021-10-19 13:25:00,102496.42536000001,102496.42536000001,0
2021-10-19 13:30:00,102496.42536000001,102496.42536000001,0
2021-10-19 13:35:00,102496.42536000001,102496.42536000001,0
2021-10-19 13:40:00,102496.42536000001,102496.42536000001,0
2021-10-19 13:45:00,102496.42536000001,102496.42536000001,0
2021-10-19 13:50:00,102496.42536000001,102496.42536000001,0
2021-10-19 13:55:00,102496.42536000001,102496.42536000001,0
2021-10-19 14:00:00,102496.42536000001,102496.42536000001,0
2021-10-19 14:05:00,102496.42536000001,102496.42536000001,0
2021-10-19 14:10:00,102496.42536000001,102496.42536000001,0
2021-10-19 14:15:00,102496.42536000001,102496.42536000001,0
2021-10-19 14:20:00,102496.42536000001,102496.42536000001,0
2021-10-19 14:25:00,102496.42536000001,102496.42536000001,0
2021-10-19 14:30:00,102496.42536000001,102496.42536000001,0
2021-10-19 14:35:00,102496.42536000001,102496.42536000001,0
2021-10-19 14:40:00,102496.42536000001,102496.42536000001,0
2021-10-19 14:45:00,102496.42536000001,102496.42536000001,0
2021-10-19 14:50:00,102496.42536000001,102496.42536000001,0
2021-10-19 14:55:00,102496.42536000001,102496.42536000001,0
2021-10-19 15:00:00,102496.42536000001,102496.42536000001,0
2021-10-20 09:35:00,102496.42536000001,102496.42536000001,0
2021-10-20 09:40:00,102496.42536000001,102496.42536000001,0
2021-10-20 09:45:00,102496.42536000001,102496.42536000001,0
2021-10-20 09:50:00,102496.42536000001,102496.42536000001,0
2021-10-20 09:55:00,102496.42536000001,102496.42536000001,0
2021-10-20 10:00:00,102496.42536000001,102496.42536000001,0
2021-10-20 10:05:00,102496.42536000001,102496.42536000001,0
2021-10-20 10:10:00,102496.42536000001,102496.42536000001,0
2021-10-20 10:15:00,102496.42536000001,102496.42536000001,0
2021-10-20 10:20:00,102496.42536000001,102496.42536000001,0
2021-10-20 10:25:00,102496.42536000001,102496.42536000001,0
2021-10-20 10:30:00,102496.42536000001,102496.42536000001,0
2021-10-20 10:35:00,102496.42536000001,102496.42536000001,0
2021-10-20 10:40:00,102496.42536000001,102496.42536000001,0
2021-10-20 10:45:00,102496.42536000001,102496.42536000001,0
2021-10-20 10:50:00,102496.42536000001,102496.42536000001,0
2021-10-20 10:55:00,102496.42536000001,102496.42536000001,0
2021-10-20 11:00:00,102496.42536000001,102496.42536000001,0
2021-10-20 11:05:00,102496.42536000001,102496.42536000001,0
2021-10-20 11:10:00,102496.42536000001,102496.42536000001,0
2021-10-20 11:15:00,102496.42536000001,102496.42536000001,0
2021-10-20 11:20:00,102496.42536000001,102496.42536000001,0
2021-10-20 11:25:00,102496.42536000001,102496.42536000001,0
2021-10-20 11:30:00,102496.42536000001,102496.42536000001,0
2021-10-20 13:05:00,102496.42536000001,102496.42536000001,0
2021-10-20 13:10:00,102496.42536000001,102496.42536000001,0
2021-10-20 13:15:00,102496.42536000001,102496.42536000001,0
2021-10-20 13:20:00,102496.42536000001,102496.42536000001,0
2021-10-20 13:25:00,102496.42536000001,102496.42536000001,0
2021-10-20 13:30:00,102496.42536000001,102496.42536000001,0
2021-10-20 13:35:00,102496.42536000001,102496.42536000001,0
2021-10-20 13:40:00,102496.42536000001,102496.42536000001,0
2021-10-20 13:45:00,102496.42536000001,102496.42536000001,0
2021-10-20 13:50:00,102496.42536000001,102496.42536000001,0
2021-10-20 13:55:00,102496.42536000001,102496.42536000001,0
2021-10-20 14:00:00,102496.42536000001,102496.42536000001,0
2021-10-20 14:05:00,102496.42536000001,102496.42536000001,0
2021-10-20 14:10:00,102496.42536000001,102496.42536000001,0
2021-10-20 14:15:00,102496.42536000001,102496.42536000001,0
2021-10-20 14:20:00,102496.42536000001,102496.42536000001,0
2021-10-20 14:25:00,102496.42536000001,102496.42536000001,0
2021-10-20 14:30:00,102496.42536000001,102496.42536000001,0
2021-10-20 14:35:00,102496.42536000001,102496.42536000001,0
2021-10-20 14:40:00,102496.42536000001,102496.42536000001,0
2021-10-20 14:45:00,102496.42536000001,102496.42536000001,0
2021-10-20 14:50:00,102496.42536000001,102496.42536000001,0
2021-10-20 14:55:00,102496.42536000001,102496.42536000001,0
2021-10-20 15:00:00,102496.42536000001,102496.42536000001,0
2021-10-21 09:35:00,102496.42536000001,102496.42536000001,0
2021-10-21 09:40:00,102496.42536000001,102496.42536000001,0
2021-10-21 09:45:00,102496.42536000001,102496.42536000001,0
2021-10-21 09:50:00,102496.42536000001,102496.42536000001,0
2021-10-21 09:55:00,102496.42536000001,102496.42536000001,0
2021-10-21 10:00:00,102496.42536000001,102496.42536000001,0
2021-10-21 10:05:00,102496.42536000001,102496.42536000001,0
2021-10-21 10:10:00,102496.42536000001,102496.42536000001,0
