,stock_name,amount,open_time,close_time,market_time,open_price,close_price,market_price,direction,status,unrealized_pnl,realized_pnl,unrealized_return,realized_return,market_value
0,600000.XSHG,5400.0,2021-10-27 10:15:00,2021-10-27 10:20:00,2021-10-27 10:20:00,8.99,8.99,8.99,long,0,0.0,-67.96439999999393,0.0,-0.0013997200559886774,0.0
1,601336.XSHG,900.0,2021-10-27 10:15:00,2021-10-27 10:20:00,2021-10-27 10:20:00,42.64,42.67,42.67,short,0,0.0,-80.75880000000103,0.0,-0.0021039882079869473,0.0
0,600000.XSHG,5400.0,2021-10-27 10:25:00,2021-10-28 09:50:00,2021-10-28 09:50:00,8.98,8.99,8.99,long,0,0.0,-13.953600000003163,0.0,-0.0002876930181893004,0.0
1,601336.XSHG,900.0,2021-10-27 10:25:00,2021-10-28 09:50:00,2021-10-28 09:50:00,42.47,41.52,41.52,short,0,0.0,802.5137999999962,0.0,0.020991375070876943,0.0
0,600000.XSHG,6000.0,2021-10-28 10:20:00,2021-10-29 09:35:00,2021-10-29 09:35:00,8.98,8.98,8.98,long,0,0.0,-75.43200000000283,0.0,-0.0013997200559888545,0.0
1,601336.XSHG,1000.0,2021-10-28 10:20:00,2021-10-29 09:35:00,2021-10-29 09:35:00,41.92,40.88,40.88,short,0,0.0,982.5599999999993,0.0,0.023434244448820144,0.0
0,600000.XSHG,6000.0,2021-10-29 09:40:00,2021-10-29 09:45:00,2021-10-29 09:45:00,8.97,8.97,8.97,short,0,0.0,-75.34800000000001,0.0,-0.0013997200559888025,0.0
1,601336.XSHG,1000.0,2021-10-29 09:40:00,2021-10-29 09:45:00,2021-10-29 09:45:00,40.47,40.13,40.13,long,0,0.0,-396.2499999999949,0.0,-0.009789245511411552,0.0
0,600000.XSHG,6000.0,2021-11-01 09:35:00,2021-11-02 13:05:00,2021-11-02 13:05:00,8.68,8.53,8.53,short,0,0.0,828.1680000000023,0.0,0.015898663585255345,0.0
1,601336.XSHG,1000.0,2021-11-01 09:35:00,2021-11-02 13:05:00,2021-11-02 13:05:00,38.66,38.71,38.71,long,0,0.0,-4.1839999999950805,0.0,-0.00010820391534717063,0.0
0,600000.XSHG,6000.0,2021-11-09 13:10:00,2021-11-15 09:35:00,2021-11-15 09:35:00,8.53,8.72,8.72,short,0,0.0,-1213.0200000000077,0.0,-0.023696315836481154,0.0
1,601336.XSHG,1000.0,2021-11-09 13:10:00,2021-11-15 09:35:00,2021-11-15 09:35:00,38.12,38.48,38.48,long,0,0.0,306.1999999999969,0.0,0.00803092267170902,0.0
0,600000.XSHG,6000.0,2021-11-16 09:50:00,2021-11-16 09:55:00,2021-11-16 09:55:00,8.7,8.72,8.72,short,0,0.0,-193.2240000000081,0.0,-0.0037008690215981346,0.0
1,601336.XSHG,1000.0,2021-11-16 09:50:00,2021-11-16 09:55:00,2021-11-16 09:55:00,38.65,38.7,38.7,long,0,0.0,-4.1699999999949,0.0,-0.00010786975851905686,0.0
0,600000.XSHG,6000.0,2021-11-16 10:10:00,2021-11-16 10:15:00,2021-11-16 10:15:00,8.71,8.71,8.71,short,0,0.0,-73.16400000000002,0.0,-0.0013997200559888025,0.0
1,601336.XSHG,1000.0,2021-11-16 10:10:00,2021-11-16 10:15:00,2021-11-16 10:15:00,38.75,38.67,38.67,long,0,0.0,-134.15400000000233,0.0,-0.0034613464403894017,0.0
0,600000.XSHG,6000.0,2021-11-16 11:05:00,2021-11-16 14:50:00,2021-11-16 14:50:00,8.7,8.71,8.71,short,0,0.0,-133.1520000000094,0.0,-0.0025502945387935708,0.0
1,601336.XSHG,1000.0,2021-11-16 11:05:00,2021-11-16 14:50:00,2021-11-16 14:50:00,38.7,38.67,38.67,long,0,0.0,-84.144000000002,0.0,-0.0021738288001314984,0.0
0,600000.XSHG,6000.0,2021-11-17 09:35:00,2021-12-06 09:50:00,2021-12-06 09:50:00,8.68,8.58,8.58,short,0,0.0,527.8079999999978,0.0,0.010132535704840557,0.0
1,601336.XSHG,1000.0,2021-11-17 09:35:00,2021-12-06 09:50:00,2021-12-06 09:50:00,38.66,39.25,39.25,long,0,0.0,535.1680000000058,0.0,0.013840170403581101,0.0
0,600000.XSHG,6000.0,2021-12-06 14:25:00,2021-12-13 09:55:00,2021-12-13 09:55:00,8.62,8.75,8.75,short,0,0.0,-853.3440000000047,0.0,-0.016496004743366967,0.0
1,601336.XSHG,1000.0,2021-12-06 14:25:00,2021-12-13 09:55:00,2021-12-13 09:55:00,38.63,40.08,40.08,long,0,0.0,1394.1779999999967,0.0,0.0360833347179903,0.0
0,600000.XSHG,6000.0,2021-12-14 13:05:00,2021-12-17 14:20:00,2021-12-17 14:20:00,8.58,8.6,8.6,long,0,0.0,47.783999999996496,0.0,0.0009280195243002,0.0
1,601336.XSHG,1000.0,2021-12-14 13:05:00,2021-12-17 14:20:00,2021-12-17 14:20:00,39.45,39.06,39.06,short,0,0.0,335.2380000000005,0.0,0.008496095457714554,0.0
0,600000.XSHG,6000.0,2022-01-13 09:45:00,2022-01-20 09:50:00,2022-01-20 09:50:00,8.84,8.7,8.7,short,0,0.0,766.7520000000035,0.0,0.014453217953694395,0.0
1,601336.XSHG,1000.0,2022-01-13 09:45:00,2022-01-20 09:50:00,2022-01-20 09:50:00,40.14,39.96,39.96,long,0,0.0,-235.97999999999786,0.0,-0.005877748217172656,0.0
0,600000.XSHG,6000.0,2022-01-20 10:15:00,2022-01-21 13:30:00,2022-01-21 13:30:00,8.67,8.75,8.75,long,0,0.0,406.596000000004,0.0,0.00781458471858116,0.0
1,601336.XSHG,1000.0,2022-01-20 10:15:00,2022-01-21 13:30:00,2022-01-21 13:30:00,39.96,39.98,39.98,short,0,0.0,-75.96799999999601,0.0,-0.001900720956909619,0.0
0,600000.XSHG,6000.0,2022-01-24 10:25:00,2022-01-24 13:05:00,2022-01-24 13:05:00,8.74,8.69,8.69,short,0,0.0,226.94400000000428,0.0,0.004326823422500937,0.0
1,601336.XSHG,1000.0,2022-01-24 10:25:00,2022-01-24 13:05:00,2022-01-24 13:05:00,39.56,39.71,39.71,long,0,0.0,94.43600000000174,0.0,0.00238668140992635,0.0
0,600000.XSHG,6600.0,2022-01-28 10:25:00,2022-02-08 09:45:00,2022-02-08 09:45:00,8.48,8.58,8.58,short,0,0.0,-739.1471999999977,0.0,-0.013203962980988668,0.0
1,601336.XSHG,1100.0,2022-01-28 10:25:00,2022-02-08 09:45:00,2022-02-08 09:45:00,37.9,39.08,39.08,long,0,0.0,1238.0764000000063,0.0,0.029691264913244416,0.0
0,600000.XSHG,6600.0,2022-02-08 10:20:00,2022-02-10 10:25:00,2022-02-10 10:25:00,8.59,8.67,8.67,short,0,0.0,-608.0052000000004,0.0,-0.010722186179760562,0.0
1,601336.XSHG,1100.0,2022-02-08 10:20:00,2022-02-10 10:25:00,2022-02-10 10:25:00,38.59,39.55,39.55,long,0,0.0,995.3041999999954,0.0,0.02344237034945941,0.0
0,600000.XSHG,6000.0,2022-02-11 11:10:00,2022-02-11 11:25:00,2022-02-11 11:25:00,8.72,8.73,8.73,long,0,0.0,-13.320000000007326,0.0,-0.0002545362487137,0.0
1,601336.XSHG,1000.0,2022-02-11 11:10:00,2022-02-11 11:25:00,2022-02-11 11:25:00,40.31,41.22,41.22,short,0,0.0,-967.5259999999965,0.0,-0.023997333998841422,0.0
0,600000.XSHG,6000.0,2022-02-11 13:05:00,2022-02-24 14:15:00,2022-02-24 14:15:00,8.74,8.45,8.45,long,0,0.0,-1811.3279999999995,0.0,-0.03453405428754065,0.0
1,601336.XSHG,1000.0,2022-02-11 13:05:00,2022-02-24 14:15:00,2022-02-24 14:15:00,41.0,38.12,38.12,short,0,0.0,2826.0560000000028,0.0,0.06891441223950338,0.0
0,600000.XSHG,6600.0,2022-02-25 09:40:00,2022-03-02 09:45:00,2022-03-02 09:45:00,8.47,8.46,8.46,long,0,0.0,-144.1836000000002,0.0,-0.0025787050382131403,0.0
1,601336.XSHG,1100.0,2022-02-25 09:40:00,2022-03-02 09:45:00,2022-03-02 09:45:00,38.74,38.16,38.16,short,0,0.0,579.106000000006,0.0,0.013586854131497022,0.0
0,600000.XSHG,6600.0,2022-03-04 13:20:00,2022-03-08 11:15:00,2022-03-08 11:15:00,8.38,8.22,8.22,long,0,0.0,-1132.1640000000016,0.0,-0.020466073849669236,0.0
1,601336.XSHG,1100.0,2022-03-04 13:20:00,2022-03-08 11:15:00,2022-03-08 11:15:00,38.12,36.51,36.51,short,0,0.0,1714.4203999999993,0.0,0.04087755376521756,0.0
0,600000.XSHG,6600.0,2022-03-08 13:05:00,2022-03-14 09:35:00,2022-03-14 09:35:00,8.16,7.97,7.97,long,0,0.0,-1327.8935999999967,0.0,-0.024651442260567435,0.0
1,601336.XSHG,1100.0,2022-03-08 13:05:00,2022-03-14 09:35:00,2022-03-14 09:35:00,36.73,35.06,35.06,short,0,0.0,1782.640199999994,0.0,0.04411265854642833,0.0
0,600000.XSHG,7200.0,2022-03-15 13:30:00,2022-03-17 10:05:00,2022-03-17 10:05:00,7.75,7.75,7.75,short,0,0.0,-78.12000000000002,0.0,-0.0013997200559888027,0.0
1,601336.XSHG,1200.0,2022-03-15 13:30:00,2022-03-17 10:05:00,2022-03-17 10:05:00,33.24,33.73,33.73,long,0,0.0,531.4511999999979,0.0,0.0133209218565432,0.0
0,600000.XSHG,7200.0,2022-03-18 13:55:00,2022-03-25 14:55:00,2022-03-25 14:55:00,7.89,7.82,7.82,long,0,0.0,-582.9263999999903,0.0,-0.010259291614427261,0.0
1,601336.XSHG,1200.0,2022-03-18 13:55:00,2022-03-25 14:55:00,2022-03-25 14:55:00,35.01,34.13,34.13,short,0,0.0,998.4503999999946,0.0,0.023761086114682105,0.0
0,600000.XSHG,7200.0,2022-03-31 11:20:00,2022-04-01 09:40:00,2022-04-01 09:40:00,7.98,7.95,7.95,long,0,0.0,-296.17919999999884,0.0,-0.005153856446755741,0.0
1,601336.XSHG,1200.0,2022-03-31 11:20:00,2022-04-01 09:40:00,2022-04-01 09:40:00,35.6,34.97,34.97,short,0,0.0,697.0992000000031,0.0,0.01631460224808978,0.0
0,600000.XSHG,7200.0,2022-04-15 11:25:00,2022-04-19 14:00:00,2022-04-19 14:00:00,8.16,8.11,8.11,short,0,0.0,278.1792000000051,0.0,0.004733857150138686,0.0
1,601336.XSHG,1200.0,2022-04-15 11:25:00,2022-04-19 14:00:00,2022-04-19 14:00:00,35.88,34.84,34.84,long,0,0.0,-1306.7807999999957,0.0,-0.030344655706539745,0.0
0,600000.XSHG,7200.0,2022-04-21 10:40:00,2022-04-21 10:45:00,2022-04-21 10:45:00,8.14,8.14,8.14,short,0,0.0,-82.05120000000002,0.0,-0.0013997200559888025,0.0
1,601336.XSHG,1200.0,2022-04-21 10:40:00,2022-04-21 10:45:00,2022-04-21 10:45:00,35.1,34.97,34.97,long,0,0.0,-214.78079999999977,0.0,-0.005098239611336986,0.0
0,600000.XSHG,7200.0,2022-04-21 13:20:00,2022-04-21 13:35:00,2022-04-21 13:35:00,8.13,8.1,8.1,short,0,0.0,134.30880000000818,0.0,0.002294006143420902,0.0
1,601336.XSHG,1200.0,2022-04-21 13:20:00,2022-04-21 13:35:00,2022-04-21 13:35:00,35.14,34.82,34.82,long,0,0.0,-442.57439999999804,0.0,-0.01049340501848402,0.0
0,600000.XSHG,7200.0,2022-04-21 13:40:00,2022-04-21 13:45:00,2022-04-21 13:45:00,8.09,8.1,8.1,short,0,0.0,-153.63359999999847,0.0,-0.002637049845902239,0.0
1,601336.XSHG,1200.0,2022-04-21 13:40:00,2022-04-21 13:45:00,2022-04-21 13:45:00,34.79,34.81,34.81,long,0,0.0,-34.47599999999511,0.0,-0.0008256468855695929,0.0
0,600000.XSHG,7200.0,2022-04-21 13:55:00,2022-04-21 14:00:00,2022-04-21 14:00:00,8.08,8.08,8.08,short,0,0.0,-81.44640000000001,0.0,-0.0013997200559888023,0.0
1,601336.XSHG,1200.0,2022-04-21 13:55:00,2022-04-21 14:00:00,2022-04-21 14:00:00,34.75,34.62,34.62,long,0,0.0,-214.19280000000072,0.0,-0.0051354908874340416,0.0
0,600000.XSHG,7200.0,2022-04-21 14:05:00,2022-04-21 14:10:00,2022-04-21 14:10:00,8.06,8.07,8.07,short,0,0.0,-153.33119999999846,0.0,-0.002641655291770403,0.0
1,601336.XSHG,1200.0,2022-04-21 14:05:00,2022-04-21 14:10:00,2022-04-21 14:10:00,34.65,34.63,34.63,long,0,0.0,-82.18319999999153,0.0,-0.00197611271396494,0.0
0,600000.XSHG,7200.0,2022-04-21 14:15:00,2022-04-21 15:00:00,2022-04-21 15:00:00,8.05,8.07,8.07,short,0,0.0,-225.31679999999693,0.0,-0.0038866760809328285,0.0
1,601336.XSHG,1200.0,2022-04-21 14:15:00,2022-04-21 15:00:00,2022-04-21 15:00:00,34.52,34.45,34.45,long,0,0.0,-141.89279999999656,0.0,-0.0034246916549481856,0.0
0,600000.XSHG,6600.0,2022-04-22 09:35:00,2022-04-22 11:05:00,2022-04-22 11:05:00,8.06,8.05,8.05,short,0,0.0,-8.395200000001424,0.0,-0.00015778482020720118,0.0
1,601336.XSHG,1100.0,2022-04-22 09:35:00,2022-04-22 11:05:00,2022-04-22 11:05:00,34.72,35.62,35.62,long,0,0.0,935.3432000000026,0.0,0.024485655864218935,0.0
0,600000.XSHG,6600.0,2022-04-22 13:15:00,2022-04-25 09:35:00,2022-04-25 09:35:00,8.1,8.07,8.07,short,0,0.0,123.39359999999577,0.0,0.0023076866108259044,0.0
1,601336.XSHG,1100.0,2022-04-22 13:15:00,2022-04-25 09:35:00,2022-04-25 09:35:00,35.42,32.89,32.89,long,0,0.0,-2834.2071999999994,0.0,-0.07272831148056101,0.0
