,open,close,high,low,volume,money
2020-01-02 09:35:00,3.32,3.34,3.35,3.32,60718812.0,202429989.0
2020-01-02 09:40:00,3.35,3.34,3.36,3.34,20524866.0,68705763.0
2020-01-02 09:45:00,3.35,3.34,3.36,3.34,6231300.0,20840046.0
2020-01-02 09:50:00,3.34,3.33,3.34,3.33,5090923.0,16991750.0
2020-01-02 09:55:00,3.34,3.35,3.35,3.33,4928076.0,16455240.0
2020-01-02 10:00:00,3.35,3.34,3.35,3.34,4081004.0,13641136.0
2020-01-02 10:05:00,3.35,3.34,3.35,3.34,10573552.0,35387405.0
2020-01-02 10:10:00,3.35,3.35,3.36,3.34,7722165.0,25875983.0
2020-01-02 10:15:00,3.35,3.34,3.35,3.34,1832532.0,6136110.0
2020-01-02 10:20:00,3.34,3.34,3.35,3.34,978646.0,3272500.0
2020-01-02 10:25:00,3.34,3.35,3.35,3.34,1722179.0,5762609.0
2020-01-02 10:30:00,3.35,3.35,3.36,3.34,6388561.0,21407747.0
2020-01-02 10:35:00,3.35,3.35,3.36,3.35,1761608.0,5905904.0
2020-01-02 10:40:00,3.35,3.35,3.36,3.35,2978156.0,9991653.0
2020-01-02 10:45:00,3.35,3.35,3.36,3.35,2078925.0,6972211.0
2020-01-02 10:50:00,3.35,3.35,3.36,3.35,4001926.0,13415251.0
2020-01-02 10:55:00,3.35,3.35,3.36,3.35,3097668.0,10381447.0
2020-01-02 11:00:00,3.35,3.35,3.36,3.35,2015818.0,6758076.0
2020-01-02 11:05:00,3.35,3.35,3.36,3.35,2745503.0,9201931.0
2020-01-02 11:10:00,3.35,3.35,3.36,3.34,6452897.0,21601039.0
2020-01-02 11:15:00,3.35,3.35,3.36,3.34,4761767.0,15946885.0
2020-01-02 11:20:00,3.35,3.35,3.36,3.35,2016153.0,6761050.0
2020-01-02 11:25:00,3.35,3.34,3.36,3.34,5050379.0,16911242.0
2020-01-02 11:30:00,3.34,3.34,3.35,3.34,1458252.0,4873195.0
2020-01-02 13:05:00,3.35,3.35,3.35,3.34,4020244.0,13438116.0
2020-01-02 13:10:00,3.35,3.34,3.35,3.34,7723395.0,25794664.0
2020-01-02 13:15:00,3.34,3.34,3.35,3.33,4282608.0,14302455.0
2020-01-02 13:20:00,3.34,3.34,3.34,3.33,616988.0,2057147.0
2020-01-02 13:25:00,3.34,3.33,3.34,3.33,836796.0,2790076.0
2020-01-02 13:30:00,3.34,3.34,3.34,3.33,1057277.0,3523620.0
